id,id_farmacia,id_cliente,fecha,id_producto,cantidad
9659,8,342,2026-01-17,180,1
9659,8,342,2026-01-17,168,5
9659,8,342,2026-01-17,4,1
9659,8,342,2026-01-17,138,4
9659,8,342,2026-01-17,72,3
9660,30,134,2026-01-13,181,2
9661,10,1146,2026-01-20,347,5
9661,10,1146,2026-01-20,330,2
9661,10,1146,2026-01-20,300,2
9662,19,1512,2026-01-17,105,1
9662,19,1512,2026-01-17,237,2
9662,19,1512,2026-01-17,202,5
9662,19,1512,2026-01-17,157,4
9663,24,129,2026-01-10,183,5
9664,22,1538,2026-01-15,275,5
9664,22,1538,2026-01-15,182,5
9665,5,1710,2026-01-18,310,3
9665,5,1710,2026-01-18,214,2
9665,5,1710,2026-01-18,284,4
9665,5,1710,2026-01-18,345,3
9665,5,1710,2026-01-18,139,5
9666,8,745,2026-01-18,58,5
9666,8,745,2026-01-18,271,2
9666,8,745,2026-01-18,314,1
9667,17,1787,2026-01-14,174,4
9667,17,1787,2026-01-14,70,4
9667,17,1787,2026-01-14,146,1
9667,17,1787,2026-01-14,94,5
9667,17,1787,2026-01-14,185,1
9668,20,421,2026-01-15,142,2
9668,20,421,2026-01-15,387,1
9668,20,421,2026-01-15,1,1
9668,20,421,2026-01-15,250,4
9668,20,421,2026-01-15,62,1
9669,29,2957,2026-01-17,56,1
9669,29,2957,2026-01-17,274,5
9669,29,2957,2026-01-17,372,1
9669,29,2957,2026-01-17,22,2
9670,12,2169,2026-01-11,201,2
9670,12,2169,2026-01-11,324,2
9671,13,429,2026-01-14,360,1
9671,13,429,2026-01-14,367,5
9671,13,429,2026-01-14,261,4
9672,16,396,2026-01-17,282,4
9673,28,1651,2026-01-10,281,4
9673,28,1651,2026-01-10,314,2
9673,28,1651,2026-01-10,297,4
9673,28,1651,2026-01-10,326,5
9673,28,1651,2026-01-10,40,1
9674,13,1244,2026-01-15,235,5
9675,28,1918,2026-01-17,286,2
9675,28,1918,2026-01-17,324,4
9676,11,893,2026-01-10,219,2
9677,22,1931,2026-01-19,343,4
9678,6,2148,2026-01-17,364,3
9678,6,2148,2026-01-17,232,3
9678,6,2148,2026-01-17,238,5
9678,6,2148,2026-01-17,138,3
9678,6,2148,2026-01-17,42,3
9679,2,1222,2026-01-11,110,2
9679,2,1222,2026-01-11,23,5
9680,23,2908,2026-01-17,156,2
9680,23,2908,2026-01-17,1,4
9680,23,2908,2026-01-17,400,5
9680,23,2908,2026-01-17,143,5
9680,23,2908,2026-01-17,50,4
9681,22,1613,2026-01-15,364,3
9681,22,1613,2026-01-15,224,3
9682,5,303,2026-01-14,88,3
9682,5,303,2026-01-14,310,5
9682,5,303,2026-01-14,169,3
9682,5,303,2026-01-14,57,3
9683,19,1857,2026-01-17,316,2
9683,19,1857,2026-01-17,42,5
9683,19,1857,2026-01-17,180,1
9683,19,1857,2026-01-17,368,5
9684,17,798,2026-01-18,52,5
9684,17,798,2026-01-18,207,1
9684,17,798,2026-01-18,1,1
9685,17,1460,2026-01-16,162,4
9685,17,1460,2026-01-16,121,2
9685,17,1460,2026-01-16,133,1
9685,17,1460,2026-01-16,30,1
9685,17,1460,2026-01-16,100,2
9686,6,2799,2026-01-16,164,3
9686,6,2799,2026-01-16,178,4
9686,6,2799,2026-01-16,185,5
9686,6,2799,2026-01-16,1,2
9687,22,1767,2026-01-17,276,1
9687,22,1767,2026-01-17,277,5
9687,22,1767,2026-01-17,282,1
9688,27,676,2026-01-14,321,3
9688,27,676,2026-01-14,18,1
9688,27,676,2026-01-14,238,5
9689,24,2178,2026-01-17,213,4
9689,24,2178,2026-01-17,14,3
9689,24,2178,2026-01-17,38,4
9689,24,2178,2026-01-17,2,1
9690,30,251,2026-01-13,205,5
9690,30,251,2026-01-13,118,5
9690,30,251,2026-01-13,340,2
9691,24,1867,2026-01-12,288,3
9692,22,1256,2026-01-10,41,1
9692,22,1256,2026-01-10,244,1
9692,22,1256,2026-01-10,361,1
9693,3,2976,2026-01-19,296,5
9693,3,2976,2026-01-19,22,2
9694,2,775,2026-01-14,21,4
9694,2,775,2026-01-14,115,5
9695,9,1792,2026-01-12,263,5
9695,9,1792,2026-01-12,166,1
9695,9,1792,2026-01-12,338,5
9695,9,1792,2026-01-12,201,4
9696,16,147,2026-01-14,384,1
9696,16,147,2026-01-14,29,2
9697,4,2927,2026-01-18,321,4
9697,4,2927,2026-01-18,174,4
9698,1,551,2026-01-10,367,3
9698,1,551,2026-01-10,120,1
9698,1,551,2026-01-10,169,3
9699,6,2170,2026-01-11,72,5
9699,6,2170,2026-01-11,208,3
9699,6,2170,2026-01-11,300,1
9699,6,2170,2026-01-11,127,1
9700,15,2944,2026-01-19,248,3
9700,15,2944,2026-01-19,31,4
9701,25,1050,2026-01-15,372,3
9702,26,2007,2026-01-16,122,1
9702,26,2007,2026-01-16,117,3
9703,14,1004,2026-01-18,178,2
9703,14,1004,2026-01-18,291,2
9704,3,2809,2026-01-20,260,2
9705,9,2969,2026-01-15,53,5
9705,9,2969,2026-01-15,243,2
9706,14,300,2026-01-17,261,2
9706,14,300,2026-01-17,208,4
9706,14,300,2026-01-17,79,1
9707,3,47,2026-01-20,399,5
9708,19,1779,2026-01-11,292,2
9708,19,1779,2026-01-11,89,5
9709,22,19,2026-01-10,84,2
9709,22,19,2026-01-10,244,1
9709,22,19,2026-01-10,331,5
9709,22,19,2026-01-10,8,3
9709,22,19,2026-01-10,313,3
9710,8,1317,2026-01-19,315,5
9710,8,1317,2026-01-19,10,1
9710,8,1317,2026-01-19,126,3
9710,8,1317,2026-01-19,274,1
9710,8,1317,2026-01-19,178,1
9711,8,2103,2026-01-13,58,1
9711,8,2103,2026-01-13,212,2
9712,30,1841,2026-01-20,83,4
9713,28,264,2026-01-16,325,5
9713,28,264,2026-01-16,11,3
9714,29,1314,2026-01-19,288,1
9715,10,526,2026-01-18,201,3
9715,10,526,2026-01-18,274,3
9716,28,2731,2026-01-13,206,4
9716,28,2731,2026-01-13,51,4
9716,28,2731,2026-01-13,297,3
9716,28,2731,2026-01-13,167,1
9716,28,2731,2026-01-13,240,2
9717,12,483,2026-01-15,303,4
9717,12,483,2026-01-15,118,5
9718,28,2076,2026-01-18,288,5
9718,28,2076,2026-01-18,169,3
9718,28,2076,2026-01-18,223,4
9718,28,2076,2026-01-18,223,2
9719,12,1358,2026-01-20,376,1
9719,12,1358,2026-01-20,369,1
9719,12,1358,2026-01-20,61,4
9719,12,1358,2026-01-20,75,2
9720,18,1473,2026-01-12,110,2
9721,19,703,2026-01-11,1,2
9721,19,703,2026-01-11,145,1
9721,19,703,2026-01-11,160,5
9721,19,703,2026-01-11,82,2
9721,19,703,2026-01-11,207,5
9722,30,58,2026-01-11,92,2
9722,30,58,2026-01-11,335,1
9722,30,58,2026-01-11,306,2
9723,8,2771,2026-01-18,150,2
9723,8,2771,2026-01-18,100,3
9723,8,2771,2026-01-18,96,5
9723,8,2771,2026-01-18,220,1
9724,29,2117,2026-01-19,20,5
9724,29,2117,2026-01-19,366,5
9724,29,2117,2026-01-19,360,2
9724,29,2117,2026-01-19,71,2
9724,29,2117,2026-01-19,358,3
9725,24,2616,2026-01-10,10,3
9725,24,2616,2026-01-10,260,1
9725,24,2616,2026-01-10,393,3
9725,24,2616,2026-01-10,36,3
9725,24,2616,2026-01-10,262,2
9726,11,968,2026-01-20,305,1
9726,11,968,2026-01-20,26,3
9726,11,968,2026-01-20,56,1
9726,11,968,2026-01-20,104,1
9726,11,968,2026-01-20,381,3
9727,27,2980,2026-01-11,270,5
9727,27,2980,2026-01-11,267,5
9728,21,2576,2026-01-15,391,2
9728,21,2576,2026-01-15,66,4
9728,21,2576,2026-01-15,265,2
9728,21,2576,2026-01-15,54,2
9728,21,2576,2026-01-15,350,1
9729,20,1789,2026-01-11,224,5
9729,20,1789,2026-01-11,163,1
9729,20,1789,2026-01-11,275,1
9729,20,1789,2026-01-11,245,4
9730,1,1781,2026-01-13,2,1
9731,15,1300,2026-01-18,120,1
9731,15,1300,2026-01-18,66,4
9732,21,2285,2026-01-16,80,5
9732,21,2285,2026-01-16,80,1
9732,21,2285,2026-01-16,23,5
9732,21,2285,2026-01-16,321,2
9733,26,1518,2026-01-17,59,1
9733,26,1518,2026-01-17,235,4
9734,1,1027,2026-01-14,396,3
9735,26,2470,2026-01-14,25,4
9735,26,2470,2026-01-14,254,1
9735,26,2470,2026-01-14,330,3
9735,26,2470,2026-01-14,195,5
9735,26,2470,2026-01-14,17,3
9736,22,1578,2026-01-11,286,2
9736,22,1578,2026-01-11,114,2
9736,22,1578,2026-01-11,123,3
9736,22,1578,2026-01-11,305,4
9737,18,1558,2026-01-14,344,2
9737,18,1558,2026-01-14,288,5
9737,18,1558,2026-01-14,390,5
9737,18,1558,2026-01-14,250,2
9738,24,2463,2026-01-19,58,2
9738,24,2463,2026-01-19,270,4
9739,7,1044,2026-01-13,166,3
9740,30,2522,2026-01-11,201,2
9741,12,706,2026-01-13,139,2
9742,29,2888,2026-01-20,379,2
9743,21,1667,2026-01-12,233,5
9743,21,1667,2026-01-12,219,2
9743,21,1667,2026-01-12,197,3
9743,21,1667,2026-01-12,29,2
9743,21,1667,2026-01-12,287,5
9744,24,497,2026-01-16,54,5
9744,24,497,2026-01-16,188,5
9745,8,1755,2026-01-20,164,4
9745,8,1755,2026-01-20,82,1
9745,8,1755,2026-01-20,46,3
9746,17,310,2026-01-13,198,4
9746,17,310,2026-01-13,267,1
9746,17,310,2026-01-13,222,1
9746,17,310,2026-01-13,118,2
9746,17,310,2026-01-13,270,3
9747,24,1929,2026-01-13,365,1
9747,24,1929,2026-01-13,100,1
9747,24,1929,2026-01-13,316,4
9747,24,1929,2026-01-13,119,1
9748,18,1549,2026-01-19,56,1
9748,18,1549,2026-01-19,312,5
9748,18,1549,2026-01-19,377,1
9749,24,1216,2026-01-12,280,2
9749,24,1216,2026-01-12,268,1
9749,24,1216,2026-01-12,374,4
9749,24,1216,2026-01-12,281,1
9749,24,1216,2026-01-12,207,3
9750,3,1541,2026-01-18,242,3
9750,3,1541,2026-01-18,23,5
9751,9,2524,2026-01-19,221,4
9751,9,2524,2026-01-19,43,2
9751,9,2524,2026-01-19,77,5
9752,23,2220,2026-01-18,88,3
9752,23,2220,2026-01-18,387,1
9752,23,2220,2026-01-18,284,3
9753,8,2733,2026-01-17,134,3
9754,9,2806,2026-01-18,318,4
9754,9,2806,2026-01-18,233,1
9754,9,2806,2026-01-18,390,4
9755,26,2305,2026-01-13,4,4
9756,23,1731,2026-01-12,320,3
9756,23,1731,2026-01-12,45,5
9756,23,1731,2026-01-12,212,1
9756,23,1731,2026-01-12,17,1
9757,22,2155,2026-01-15,90,2
9757,22,2155,2026-01-15,331,4
9758,21,2315,2026-01-14,51,2
9758,21,2315,2026-01-14,390,3
9759,14,2493,2026-01-20,19,2
9759,14,2493,2026-01-20,99,2
9759,14,2493,2026-01-20,261,1
9760,18,2999,2026-01-18,242,5
9760,18,2999,2026-01-18,148,2
9760,18,2999,2026-01-18,52,2
9760,18,2999,2026-01-18,276,4
9760,18,2999,2026-01-18,342,1
9761,30,2824,2026-01-10,345,1
9761,30,2824,2026-01-10,148,2
9762,17,770,2026-01-20,250,1
9763,7,1168,2026-01-14,111,2
9764,21,1251,2026-01-18,100,4
9765,20,2214,2026-01-13,282,2
9765,20,2214,2026-01-13,118,1
9765,20,2214,2026-01-13,39,1
9765,20,2214,2026-01-13,89,5
9765,20,2214,2026-01-13,315,1
9766,7,494,2026-01-13,85,5
9766,7,494,2026-01-13,94,4
9766,7,494,2026-01-13,103,3
9767,23,2016,2026-01-13,339,4
9767,23,2016,2026-01-13,114,4
9767,23,2016,2026-01-13,327,5
9767,23,2016,2026-01-13,260,4
9767,23,2016,2026-01-13,253,1
9768,2,1135,2026-01-10,186,3
9768,2,1135,2026-01-10,306,3
9769,14,1389,2026-01-14,217,3
9769,14,1389,2026-01-14,265,1
9770,25,228,2026-01-19,33,2
9770,25,228,2026-01-19,58,5
9770,25,228,2026-01-19,179,3
9770,25,228,2026-01-19,30,2
9771,22,839,2026-01-17,232,2
9771,22,839,2026-01-17,63,3
9771,22,839,2026-01-17,302,5
9771,22,839,2026-01-17,204,2
9771,22,839,2026-01-17,327,4
9772,27,631,2026-01-13,232,4
9772,27,631,2026-01-13,397,1
9773,29,1803,2026-01-14,119,2
9773,29,1803,2026-01-14,169,4
9774,21,709,2026-01-16,220,3
9774,21,709,2026-01-16,62,4
9774,21,709,2026-01-16,297,1
9775,9,2383,2026-01-14,222,3
9775,9,2383,2026-01-14,132,5
9775,9,2383,2026-01-14,282,5
9775,9,2383,2026-01-14,334,5
9776,9,887,2026-01-12,129,2
9776,9,887,2026-01-12,44,2
9776,9,887,2026-01-12,249,1
9776,9,887,2026-01-12,61,1
9776,9,887,2026-01-12,316,2
9777,18,2719,2026-01-19,33,4
9777,18,2719,2026-01-19,64,3
9778,9,1052,2026-01-16,258,3
9778,9,1052,2026-01-16,128,2
9778,9,1052,2026-01-16,256,2
9778,9,1052,2026-01-16,167,5
9779,4,961,2026-01-12,398,5
9779,4,961,2026-01-12,296,2
9779,4,961,2026-01-12,364,2
9779,4,961,2026-01-12,114,3
9779,4,961,2026-01-12,113,4
9780,28,1513,2026-01-19,230,5
9780,28,1513,2026-01-19,129,2
9780,28,1513,2026-01-19,212,5
9780,28,1513,2026-01-19,387,3
9781,6,1546,2026-01-15,359,4
9782,28,166,2026-01-15,96,3
9782,28,166,2026-01-15,376,3
9782,28,166,2026-01-15,337,5
9783,15,1576,2026-01-15,208,2
9783,15,1576,2026-01-15,332,1
9783,15,1576,2026-01-15,272,4
9784,3,370,2026-01-19,284,4
9784,3,370,2026-01-19,344,3
9784,3,370,2026-01-19,88,4
9784,3,370,2026-01-19,277,1
9785,22,2530,2026-01-11,152,3
9785,22,2530,2026-01-11,239,1
9786,18,1093,2026-01-19,238,4
9786,18,1093,2026-01-19,314,2
9786,18,1093,2026-01-19,103,4
9786,18,1093,2026-01-19,370,5
9787,13,2769,2026-01-19,32,1
9787,13,2769,2026-01-19,99,1
9788,8,2660,2026-01-16,387,5
9789,25,1490,2026-01-10,335,1
9789,25,1490,2026-01-10,282,2
9789,25,1490,2026-01-10,32,4
9789,25,1490,2026-01-10,257,1
9790,14,2592,2026-01-16,207,5
9791,11,2006,2026-01-13,163,5
9791,11,2006,2026-01-13,147,3
9791,11,2006,2026-01-13,112,1
9791,11,2006,2026-01-13,23,1
9792,9,493,2026-01-13,357,3
9792,9,493,2026-01-13,30,3
9792,9,493,2026-01-13,310,4
9793,28,554,2026-01-19,58,1
9794,1,1709,2026-01-12,124,1
9794,1,1709,2026-01-12,80,5
9794,1,1709,2026-01-12,250,5
9794,1,1709,2026-01-12,59,1
9794,1,1709,2026-01-12,25,3
9795,12,2148,2026-01-14,117,3
9795,12,2148,2026-01-14,115,4
9795,12,2148,2026-01-14,302,3
9795,12,2148,2026-01-14,88,2
9796,29,1248,2026-01-14,89,1
9796,29,1248,2026-01-14,173,2
9797,11,1219,2026-01-14,351,5
9798,18,2902,2026-01-11,342,3
9798,18,2902,2026-01-11,93,3
9799,27,1491,2026-01-13,357,1
9799,27,1491,2026-01-13,293,5
9800,9,143,2026-01-14,205,4
9800,9,143,2026-01-14,358,3
9800,9,143,2026-01-14,184,4
9800,9,143,2026-01-14,179,1
9800,9,143,2026-01-14,242,4
9801,18,2048,2026-01-16,309,4
9801,18,2048,2026-01-16,379,4
9801,18,2048,2026-01-16,8,5
9801,18,2048,2026-01-16,68,2
9801,18,2048,2026-01-16,61,4
9802,25,2425,2026-01-12,203,5
9802,25,2425,2026-01-12,125,4
9802,25,2425,2026-01-12,399,2
9803,9,229,2026-01-12,230,4
9803,9,229,2026-01-12,51,1
9803,9,229,2026-01-12,233,1
9803,9,229,2026-01-12,105,5
9803,9,229,2026-01-12,270,5
9804,5,2342,2026-01-17,30,1
9804,5,2342,2026-01-17,187,2
9804,5,2342,2026-01-17,345,1
9805,30,317,2026-01-14,150,5
9805,30,317,2026-01-14,287,4
9805,30,317,2026-01-14,175,2
9806,19,1123,2026-01-12,19,1
9806,19,1123,2026-01-12,332,5
9806,19,1123,2026-01-12,389,4
9806,19,1123,2026-01-12,353,5
9807,30,1666,2026-01-10,237,3
9807,30,1666,2026-01-10,347,5
9807,30,1666,2026-01-10,2,2
9808,15,1070,2026-01-11,218,4
9808,15,1070,2026-01-11,129,2
9809,16,894,2026-01-13,255,3
9809,16,894,2026-01-13,230,3
9809,16,894,2026-01-13,323,5
9809,16,894,2026-01-13,296,4
9810,29,543,2026-01-16,279,3
9811,11,670,2026-01-19,32,3
9811,11,670,2026-01-19,252,3
9811,11,670,2026-01-19,283,2
9812,25,2283,2026-01-18,100,3
9812,25,2283,2026-01-18,175,4
9812,25,2283,2026-01-18,173,2
9812,25,2283,2026-01-18,175,3
9813,24,1751,2026-01-10,62,3
9813,24,1751,2026-01-10,252,2
9813,24,1751,2026-01-10,349,3
9813,24,1751,2026-01-10,9,4
9813,24,1751,2026-01-10,320,5
9814,18,356,2026-01-13,257,5
9814,18,356,2026-01-13,258,4
9814,18,356,2026-01-13,26,4
9815,7,585,2026-01-16,134,4
9815,7,585,2026-01-16,228,2
9816,14,1266,2026-01-15,34,4
9817,7,159,2026-01-10,141,1
9817,7,159,2026-01-10,364,2
9817,7,159,2026-01-10,313,2
9817,7,159,2026-01-10,107,5
9817,7,159,2026-01-10,167,4
9818,23,1061,2026-01-17,340,1
9819,22,1018,2026-01-18,295,1
9819,22,1018,2026-01-18,233,1
9819,22,1018,2026-01-18,244,5
9819,22,1018,2026-01-18,367,5
9819,22,1018,2026-01-18,123,5
9820,8,1366,2026-01-17,170,1
9820,8,1366,2026-01-17,333,5
9820,8,1366,2026-01-17,140,5
9820,8,1366,2026-01-17,179,3
9820,8,1366,2026-01-17,3,4
9821,18,1733,2026-01-20,172,3
9821,18,1733,2026-01-20,299,3
9821,18,1733,2026-01-20,349,3
9821,18,1733,2026-01-20,8,1
9821,18,1733,2026-01-20,108,5
9822,7,1549,2026-01-13,64,2
9822,7,1549,2026-01-13,293,3
9822,7,1549,2026-01-13,142,5
9822,7,1549,2026-01-13,278,5
9822,7,1549,2026-01-13,243,4
9823,16,1723,2026-01-10,336,3
9823,16,1723,2026-01-10,209,1
9824,16,1590,2026-01-19,250,4
9824,16,1590,2026-01-19,112,5
9824,16,1590,2026-01-19,336,1
9825,9,1794,2026-01-11,323,2
9826,14,986,2026-01-14,360,3
9826,14,986,2026-01-14,148,2
9826,14,986,2026-01-14,267,1
9827,29,464,2026-01-14,138,1
9828,6,261,2026-01-12,337,5
9828,6,261,2026-01-12,307,3
9828,6,261,2026-01-12,290,4
9828,6,261,2026-01-12,319,2
9828,6,261,2026-01-12,88,4
9829,17,699,2026-01-19,390,1
9829,17,699,2026-01-19,374,4
9829,17,699,2026-01-19,210,1
9829,17,699,2026-01-19,79,2
9829,17,699,2026-01-19,125,1
9830,21,703,2026-01-18,357,2
9830,21,703,2026-01-18,270,5
9831,18,2114,2026-01-18,232,3
9831,18,2114,2026-01-18,69,5
9832,15,544,2026-01-14,145,1
9832,15,544,2026-01-14,114,2
9832,15,544,2026-01-14,325,4
9832,15,544,2026-01-14,323,5
9832,15,544,2026-01-14,120,1
9833,5,509,2026-01-19,293,4
9833,5,509,2026-01-19,394,1
9833,5,509,2026-01-19,128,2
9833,5,509,2026-01-19,369,1
9834,10,1067,2026-01-12,344,5
9834,10,1067,2026-01-12,41,3
9834,10,1067,2026-01-12,122,5
9834,10,1067,2026-01-12,346,3
9834,10,1067,2026-01-12,36,2
9835,19,1532,2026-01-17,314,4
9836,12,138,2026-01-17,96,5
9836,12,138,2026-01-17,329,5
9837,26,2115,2026-01-17,13,4
9837,26,2115,2026-01-17,398,1
9838,10,2230,2026-01-13,345,2
9838,10,2230,2026-01-13,240,1
9839,17,423,2026-01-12,187,3
9839,17,423,2026-01-12,314,1
9839,17,423,2026-01-12,357,2
9839,17,423,2026-01-12,388,3
9839,17,423,2026-01-12,45,2
9840,25,832,2026-01-11,347,2
9840,25,832,2026-01-11,89,1
9840,25,832,2026-01-11,38,2
9841,28,1464,2026-01-13,318,1
9841,28,1464,2026-01-13,278,1
9841,28,1464,2026-01-13,232,5
9841,28,1464,2026-01-13,288,5
9841,28,1464,2026-01-13,234,4
9842,11,2531,2026-01-17,130,2
9843,21,2004,2026-01-19,213,4
9843,21,2004,2026-01-19,85,4
9843,21,2004,2026-01-19,260,3
9844,9,2190,2026-01-13,303,2
9845,5,1450,2026-01-20,2,4
9845,5,1450,2026-01-20,106,3
9845,5,1450,2026-01-20,283,4
9846,9,2332,2026-01-13,17,1
9846,9,2332,2026-01-13,112,1
9846,9,2332,2026-01-13,253,4
9846,9,2332,2026-01-13,189,1
9846,9,2332,2026-01-13,257,3
9847,2,1512,2026-01-11,161,3
9847,2,1512,2026-01-11,248,2
9847,2,1512,2026-01-11,277,3
9847,2,1512,2026-01-11,212,4
9847,2,1512,2026-01-11,338,2
9848,9,970,2026-01-18,336,5
9849,10,1523,2026-01-12,238,4
9849,10,1523,2026-01-12,173,3
9849,10,1523,2026-01-12,381,4
9850,6,346,2026-01-16,97,3
9850,6,346,2026-01-16,319,2
9850,6,346,2026-01-16,170,1
9851,20,209,2026-01-15,188,4
9851,20,209,2026-01-15,33,3
9852,22,2432,2026-01-12,3,5
9852,22,2432,2026-01-12,341,1
9853,1,1259,2026-01-12,57,4
9853,1,1259,2026-01-12,145,5
9853,1,1259,2026-01-12,303,4
9853,1,1259,2026-01-12,302,1
9853,1,1259,2026-01-12,33,2
9854,17,409,2026-01-15,50,2
9854,17,409,2026-01-15,146,3
9854,17,409,2026-01-15,246,3
9854,17,409,2026-01-15,67,4
9855,9,332,2026-01-10,289,3
9855,9,332,2026-01-10,392,4
9855,9,332,2026-01-10,349,2
9856,30,1008,2026-01-20,115,4
9857,10,2665,2026-01-10,132,1
9857,10,2665,2026-01-10,42,2
9857,10,2665,2026-01-10,278,4
9857,10,2665,2026-01-10,379,2
9857,10,2665,2026-01-10,171,2
9858,2,1514,2026-01-12,370,3
9858,2,1514,2026-01-12,207,2
9858,2,1514,2026-01-12,107,2
9858,2,1514,2026-01-12,260,3
9859,17,1462,2026-01-11,171,2
9859,17,1462,2026-01-11,101,5
9859,17,1462,2026-01-11,147,2
9859,17,1462,2026-01-11,4,2
9859,17,1462,2026-01-11,256,1
9860,4,813,2026-01-10,325,2
9861,29,67,2026-01-11,77,4
9862,7,1164,2026-01-10,118,2
9862,7,1164,2026-01-10,217,1
9863,27,367,2026-01-16,72,5
9864,27,1035,2026-01-14,151,1
9864,27,1035,2026-01-14,378,4
9865,4,212,2026-01-13,92,5
9865,4,212,2026-01-13,117,2
9866,4,714,2026-01-20,35,1
9867,20,2612,2026-01-14,132,2
9867,20,2612,2026-01-14,118,2
9867,20,2612,2026-01-14,282,4
9868,1,948,2026-01-15,228,2
9868,1,948,2026-01-15,18,2
9868,1,948,2026-01-15,309,2
9868,1,948,2026-01-15,376,2
9868,1,948,2026-01-15,28,2
9869,30,1400,2026-01-17,397,5
9869,30,1400,2026-01-17,271,2
9869,30,1400,2026-01-17,232,5
9869,30,1400,2026-01-17,108,3
9870,12,2956,2026-01-13,79,2
9871,28,2391,2026-01-17,377,5
9872,3,2015,2026-01-17,57,2
9873,9,919,2026-01-13,333,1
9873,9,919,2026-01-13,362,5
9873,9,919,2026-01-13,87,5
9873,9,919,2026-01-13,240,4
9873,9,919,2026-01-13,145,2
9874,22,704,2026-01-12,188,2
9875,9,1440,2026-01-16,284,2
9876,6,2172,2026-01-13,254,5
9876,6,2172,2026-01-13,324,5
9876,6,2172,2026-01-13,154,5
9876,6,2172,2026-01-13,122,1
9876,6,2172,2026-01-13,157,3
9877,19,1983,2026-01-15,14,3
9877,19,1983,2026-01-15,400,3
9877,19,1983,2026-01-15,329,4
9877,19,1983,2026-01-15,196,4
9877,19,1983,2026-01-15,191,4
9878,20,1002,2026-01-12,21,4
9878,20,1002,2026-01-12,334,4
9878,20,1002,2026-01-12,188,2
9878,20,1002,2026-01-12,182,4
9878,20,1002,2026-01-12,1,5
9879,20,1872,2026-01-16,7,4
9879,20,1872,2026-01-16,324,2
9879,20,1872,2026-01-16,277,4
9880,14,2292,2026-01-15,155,4
9881,18,1947,2026-01-11,200,3
9881,18,1947,2026-01-11,199,4
9881,18,1947,2026-01-11,33,3
9881,18,1947,2026-01-11,167,2
9882,25,2672,2026-01-10,400,3
9882,25,2672,2026-01-10,229,1
9882,25,2672,2026-01-10,391,5
9882,25,2672,2026-01-10,391,2
9883,13,2441,2026-01-19,353,3
9883,13,2441,2026-01-19,277,2
9883,13,2441,2026-01-19,245,2
9883,13,2441,2026-01-19,83,4
9884,15,581,2026-01-14,6,2
9884,15,581,2026-01-14,147,3
9885,25,1539,2026-01-20,353,5
9885,25,1539,2026-01-20,129,2
9886,1,2226,2026-01-15,152,4
9886,1,2226,2026-01-15,316,2
9886,1,2226,2026-01-15,217,1
9886,1,2226,2026-01-15,167,1
9886,1,2226,2026-01-15,144,3
9887,6,2445,2026-01-11,27,5
9887,6,2445,2026-01-11,224,2
9887,6,2445,2026-01-11,83,3
9887,6,2445,2026-01-11,350,5
9888,16,235,2026-01-14,260,1
9888,16,235,2026-01-14,45,4
9889,4,1182,2026-01-14,88,2
9889,4,1182,2026-01-14,153,5
9890,24,2771,2026-01-11,344,2
9890,24,2771,2026-01-11,71,2
9890,24,2771,2026-01-11,149,3
9890,24,2771,2026-01-11,244,1
9891,18,1507,2026-01-17,306,5
9891,18,1507,2026-01-17,242,2
9891,18,1507,2026-01-17,16,1
9891,18,1507,2026-01-17,11,2
9892,12,2786,2026-01-20,144,5
9892,12,2786,2026-01-20,181,1
9893,2,2067,2026-01-13,219,5
9893,2,2067,2026-01-13,188,5
9893,2,2067,2026-01-13,352,2
9893,2,2067,2026-01-13,5,1
9894,2,2212,2026-01-17,71,2
9894,2,2212,2026-01-17,74,5
9895,10,1457,2026-01-12,75,5
9895,10,1457,2026-01-12,214,2
9896,13,2120,2026-01-17,240,3
9896,13,2120,2026-01-17,294,5
9896,13,2120,2026-01-17,365,5
9897,28,48,2026-01-16,392,2
9897,28,48,2026-01-16,41,2
9897,28,48,2026-01-16,225,2
9897,28,48,2026-01-16,66,1
9897,28,48,2026-01-16,173,2
9898,7,2377,2026-01-12,69,3
9899,27,1236,2026-01-13,257,2
9900,27,1062,2026-01-11,147,1
9901,28,1658,2026-01-14,48,4
9901,28,1658,2026-01-14,229,1
9901,28,1658,2026-01-14,360,4
9901,28,1658,2026-01-14,310,3
9901,28,1658,2026-01-14,334,5
9902,5,1215,2026-01-13,250,1
9902,5,1215,2026-01-13,288,1
9902,5,1215,2026-01-13,318,3
9902,5,1215,2026-01-13,249,2
9903,19,1555,2026-01-13,33,4
9903,19,1555,2026-01-13,304,4
9903,19,1555,2026-01-13,186,1
9903,19,1555,2026-01-13,162,5
9904,13,1711,2026-01-13,311,3
9904,13,1711,2026-01-13,130,4
9904,13,1711,2026-01-13,82,1
9905,30,673,2026-01-20,356,1
9906,30,1907,2026-01-16,234,3
9906,30,1907,2026-01-16,12,2
9906,30,1907,2026-01-16,234,2
9907,9,1379,2026-01-10,209,4
9908,18,2509,2026-01-10,26,1
9908,18,2509,2026-01-10,92,2
9908,18,2509,2026-01-10,347,3
9908,18,2509,2026-01-10,344,4
9909,17,848,2026-01-11,65,5
9909,17,848,2026-01-11,50,5
9909,17,848,2026-01-11,15,1
9909,17,848,2026-01-11,207,1
9909,17,848,2026-01-11,68,1
9910,7,1834,2026-01-13,50,4
9911,18,2752,2026-01-13,210,4
9912,29,968,2026-01-11,12,4
9913,21,564,2026-01-17,109,3
